frame,timestamp_sec,person_count
0,0.0,1
1,0.03,1
2,0.07,1
3,0.1,1
4,0.13,1
5,0.17,1
6,0.2,1
7,0.23,1
8,0.27,1
9,0.3,1
10,0.33,1
11,0.37,1
12,0.4,0
13,0.43,0
14,0.47,0
15,0.5,0
16,0.53,1
17,0.57,1
18,0.6,1
19,0.63,1
20,0.67,0
21,0.7,0
22,0.73,0
23,0.77,0
24,0.8,0
25,0.83,0
26,0.87,0
27,0.9,0
28,0.93,0
29,0.97,0
30,1.0,0
31,1.03,0
32,1.07,0
33,1.1,0
34,1.13,0
35,1.17,0
36,1.2,0
37,1.23,0
38,1.27,0
39,1.3,0
40,1.33,0
41,1.37,0
42,1.4,0
43,1.43,0
44,1.47,0
45,1.5,0
46,1.53,0
47,1.57,0
48,1.6,0
49,1.63,0
50,1.67,0
51,1.7,0
52,1.73,0
53,1.77,0
54,1.8,0
55,1.83,0
56,1.87,0
57,1.9,0
58,1.93,0
59,1.97,0
60,2.0,0
61,2.03,0
62,2.07,0
63,2.1,0
64,2.13,0
65,2.17,0
66,2.2,0
67,2.23,0
68,2.27,0
69,2.3,0
70,2.33,0
71,2.37,0
72,2.4,0
73,2.43,0
74,2.47,0
75,2.5,0
76,2.53,0
77,2.57,0
78,2.6,0
79,2.63,0
80,2.67,0
81,2.7,0
82,2.73,0
83,2.77,0
84,2.8,0
85,2.83,0
86,2.87,0
87,2.9,0
88,2.93,0
89,2.97,0
90,3.0,0
91,3.03,0
92,3.07,0
93,3.1,0
94,3.13,0
95,3.17,0
96,3.2,0
97,3.23,0
98,3.27,0
99,3.3,0
100,3.33,0
101,3.37,0
102,3.4,0
103,3.43,0
104,3.47,0
105,3.5,0
106,3.53,0
107,3.57,0
108,3.6,0
109,3.63,0
110,3.67,0
111,3.7,0
112,3.73,0
113,3.77,0
114,3.8,0
115,3.83,0
116,3.87,0
117,3.9,0
118,3.93,0
119,3.97,0
120,4.0,0
121,4.03,0
122,4.07,0
123,4.1,0
124,4.13,0
125,4.17,0
126,4.2,0
127,4.23,0
128,4.27,0
129,4.3,0
130,4.33,0
131,4.37,0
132,4.4,0
133,4.43,0
134,4.47,0
135,4.5,0
136,4.53,0
137,4.57,0
138,4.6,0
139,4.63,0
140,4.67,0
141,4.7,0
142,4.73,0
143,4.77,0
144,4.8,0
145,4.83,0
146,4.87,0
147,4.9,0
148,4.93,0
149,4.97,0
150,5.0,0
151,5.03,0
152,5.07,0
153,5.1,0
154,5.13,0
155,5.17,0
156,5.2,0
157,5.23,0
158,5.27,0
159,5.3,0
160,5.33,0
161,5.37,0
162,5.4,0
163,5.43,0
164,5.47,0
165,5.5,0
166,5.53,0
167,5.57,0
168,5.6,0
169,5.63,0
170,5.67,0
171,5.7,0
172,5.73,0
173,5.77,0
174,5.8,0
175,5.83,0
176,5.87,0
177,5.9,0
178,5.93,0
179,5.97,0
180,6.0,0
181,6.03,0
182,6.07,0
183,6.1,0
184,6.13,0
185,6.17,0
186,6.2,0
187,6.23,0
188,6.27,0
189,6.3,0
190,6.33,0
191,6.37,0
192,6.4,0
193,6.43,0
194,6.47,0
195,6.5,0
196,6.53,0
197,6.57,0
198,6.6,0
199,6.63,0
200,6.67,0
201,6.7,0
202,6.73,0
203,6.77,0
204,6.8,0
205,6.83,0
206,6.87,0
207,6.9,0
208,6.93,0
209,6.97,0
210,7.0,0
211,7.03,0
212,7.07,0
213,7.1,0
214,7.13,0
215,7.17,0
216,7.2,0
217,7.23,0
218,7.27,0
219,7.3,0
220,7.33,0
221,7.37,0
222,7.4,0
223,7.43,0
224,7.47,0
225,7.5,0
226,7.53,0
227,7.57,0
228,7.6,0
229,7.63,0
230,7.67,0
231,7.7,0
232,7.73,0
233,7.77,0
234,7.8,0
235,7.83,0
236,7.87,0
237,7.9,0
238,7.93,0
239,7.97,0
240,8.0,0
241,8.03,0
242,8.07,0
243,8.1,0
244,8.13,0
245,8.17,0
246,8.2,0
247,8.23,0
248,8.27,0
249,8.3,0
250,8.33,0
251,8.37,0
252,8.4,0
253,8.43,0
254,8.47,0
255,8.5,0
256,8.53,0
257,8.57,0
258,8.6,0
259,8.63,0
260,8.67,0
261,8.7,0
262,8.73,0
263,8.77,0
264,8.8,0
265,8.83,0
266,8.87,0
267,8.9,0
268,8.93,0
269,8.97,0
270,9.0,0
271,9.03,0
272,9.07,0
273,9.1,0
274,9.13,0
275,9.17,0
276,9.2,0
277,9.23,0
278,9.27,0
279,9.3,0
280,9.33,0
281,9.37,0
282,9.4,0
283,9.43,0
284,9.47,0
285,9.5,0
286,9.53,0
287,9.57,0
288,9.6,0
289,9.63,0
290,9.67,0
291,9.7,0
292,9.73,0
293,9.77,0
294,9.8,0
295,9.83,0
296,9.87,0
297,9.9,0
298,9.93,0
299,9.97,0
300,10.0,0
301,10.03,0
302,10.07,0
303,10.1,0
304,10.13,0
305,10.17,0
306,10.2,0
307,10.23,0
308,10.27,0
309,10.3,0
310,10.33,0
311,10.37,0
312,10.4,0
313,10.43,0
314,10.47,0
315,10.5,0
316,10.53,0
317,10.57,0
318,10.6,0
319,10.63,0
320,10.67,0
321,10.7,0
322,10.73,0
323,10.77,0
324,10.8,0
325,10.83,0
326,10.87,0
327,10.9,0
328,10.93,0
329,10.97,0
330,11.0,0
331,11.03,0
332,11.07,0
333,11.1,0
334,11.13,0
335,11.17,0
336,11.2,0
337,11.23,0
338,11.27,0
339,11.3,0
340,11.33,0
341,11.37,0
342,11.4,0
343,11.43,0
344,11.47,0
345,11.5,0
346,11.53,0
347,11.57,0
348,11.6,0
349,11.63,0
350,11.67,0
351,11.7,0
352,11.73,0
353,11.77,0
354,11.8,0
355,11.83,0
356,11.87,0
357,11.9,0
358,11.93,0
359,11.97,0
360,12.0,0
361,12.03,0
362,12.07,0
363,12.1,0
364,12.13,0
365,12.17,0
366,12.2,0
367,12.23,0
368,12.27,0
369,12.3,0
370,12.33,0
371,12.37,0
372,12.4,0
373,12.43,0
374,12.47,0
375,12.5,0
376,12.53,0
377,12.57,0
378,12.6,0
379,12.63,0
380,12.67,0
381,12.7,0
382,12.73,0
383,12.77,0
384,12.8,0
385,12.83,0
386,12.87,0
387,12.9,0
388,12.93,0
389,12.97,0
390,13.0,0
391,13.03,0
392,13.07,0
393,13.1,0
394,13.13,0
395,13.17,1
396,13.2,0
397,13.23,0
398,13.27,0
399,13.3,0
400,13.33,1
401,13.37,2
402,13.4,0
403,13.43,1
404,13.47,1
405,13.5,0
406,13.53,2
407,13.57,2
408,13.6,0
409,13.63,0
410,13.67,0
411,13.7,1
412,13.73,0
413,13.77,2
414,13.8,2
415,13.83,1
416,13.87,1
417,13.9,2
418,13.93,2
419,13.97,2
420,14.0,2
421,14.03,0
422,14.07,0
423,14.1,0
424,14.13,0
425,14.17,0
426,14.2,0
427,14.23,1
428,14.27,1
429,14.3,0
430,14.33,0
431,14.37,0
432,14.4,0
433,14.43,0
434,14.47,0
435,14.5,0
436,14.53,0
437,14.57,0
438,14.6,0
439,14.63,0
440,14.67,0
441,14.7,0
442,14.73,0
443,14.77,0
444,14.8,0
445,14.83,0
446,14.87,0
447,14.9,0
448,14.93,0
449,14.97,0
450,15.0,0
451,15.03,0
452,15.07,0
453,15.1,0
454,15.13,0
455,15.17,0
456,15.2,0
457,15.23,0
458,15.27,0
459,15.3,0
460,15.33,1
461,15.37,1
462,15.4,0
463,15.43,0
464,15.47,0
465,15.5,0
466,15.53,0
467,15.57,0
468,15.6,0
469,15.63,0
470,15.67,0
471,15.7,0
472,15.73,0
473,15.77,0
474,15.8,0
475,15.83,0
476,15.87,0
477,15.9,0
478,15.93,0
479,15.97,0
480,16.0,0
481,16.03,0
482,16.07,0
483,16.1,0
484,16.13,0
485,16.17,0
486,16.2,1
487,16.23,1
488,16.27,0
489,16.3,0
490,16.33,0
491,16.37,0
492,16.4,0
493,16.43,0
494,16.47,1
495,16.5,0
496,16.53,0
497,16.57,1
498,16.6,1
499,16.63,1
500,16.67,1
501,16.7,1
502,16.73,0
503,16.77,1
504,16.8,1
505,16.83,1
506,16.87,1
507,16.9,1
508,16.93,0
509,16.97,0
510,17.0,0
511,17.03,0
512,17.07,0
513,17.1,0
514,17.13,1
515,17.17,1
516,17.2,0
517,17.23,0
518,17.27,0
519,17.3,0
520,17.33,0
521,17.37,0
522,17.4,0
523,17.43,0
524,17.47,0
525,17.5,1
526,17.53,0
527,17.57,1
528,17.6,1
529,17.63,1
530,17.67,2
531,17.7,3
532,17.73,2
533,17.77,2
534,17.8,2
535,17.83,1
536,17.87,1
537,17.9,1
538,17.93,2
539,17.97,2
540,18.0,1
541,18.03,2
542,18.07,1
543,18.1,1
544,18.13,1
545,18.17,2
546,18.2,1
547,18.23,1
548,18.27,2
549,18.3,2
550,18.33,2
551,18.37,1
552,18.4,1
553,18.43,3
554,18.47,3
555,18.5,2
556,18.53,2
557,18.57,2
558,18.6,2
559,18.63,2
560,18.67,3
561,18.7,3
562,18.73,3
563,18.77,2
564,18.8,2
565,18.83,2
566,18.87,3
567,18.9,3
568,18.93,2
569,18.97,3
570,19.0,1
571,19.03,1
572,19.07,2
573,19.1,2
574,19.13,3
575,19.17,3
576,19.2,2
577,19.23,2
578,19.27,2
579,19.3,2
580,19.33,2
581,19.37,3
582,19.4,3
583,19.43,2
584,19.47,2
585,19.5,2
586,19.53,2
587,19.57,3
588,19.6,1
589,19.63,4
590,19.67,3
591,19.7,1
592,19.73,1
593,19.77,2
594,19.8,3
595,19.83,1
596,19.87,1
597,19.9,3
598,19.93,3
599,19.97,2
600,20.0,2
601,20.03,2
602,20.07,2
603,20.1,2
604,20.13,3
605,20.17,2
606,20.2,2
607,20.23,3
608,20.27,3
609,20.3,3
610,20.33,3
611,20.37,2
612,20.4,3
613,20.43,2
614,20.47,3
615,20.5,2
616,20.53,1
617,20.57,1
618,20.6,0
619,20.63,0
620,20.67,0
621,20.7,1
622,20.73,2
623,20.77,2
624,20.8,2
625,20.83,1
626,20.87,3
627,20.9,3
628,20.93,1
629,20.97,1
630,21.0,1
631,21.03,0
632,21.07,2
633,21.1,1
634,21.13,1
635,21.17,2
636,21.2,3
637,21.23,2
638,21.27,3
639,21.3,3
640,21.33,3
641,21.37,2
642,21.4,1
643,21.43,1
644,21.47,3
645,21.5,2
646,21.53,1
647,21.57,2
648,21.6,2
649,21.63,2
650,21.67,3
651,21.7,2
652,21.73,2
653,21.77,2
654,21.8,2
655,21.83,2
656,21.87,2
657,21.9,1
658,21.93,1
659,21.97,1
660,22.0,3
661,22.03,1
662,22.07,1
663,22.1,1
664,22.13,1
665,22.17,3
666,22.2,3
667,22.23,2
668,22.27,2
669,22.3,2
670,22.33,1
671,22.37,1
672,22.4,2
673,22.43,3
674,22.47,3
675,22.5,2
676,22.53,2
677,22.57,2
678,22.6,3
679,22.63,3
680,22.67,2
681,22.7,1
